,actual,predictions
365,0,0.0016574502
366,0,0.0015665309
367,0,0.0015493687
368,0,0.0014338386
369,0,0.0012235787
370,0,0.0009677887
371,0,0.00095117174
372,0,0.00088777195
373,0,0.0007951967
374,0,0.0007407448
375,0,0.0007249425
376,0,0.0007423745
377,0,0.0007563932
378,0,0.0008332827
379,0,0.00087592535
380,0,0.001045501
381,0,0.0011895281
382,0,0.0014363971
383,0,0.0013330702
384,0,0.0016498129
385,0,0.0027859437
386,0,0.0043483605
387,0,0.005273739
388,0,0.006679151
389,0,0.0074834097
390,0,0.012776968
391,0,0.0140521815
392,0,0.012705685
393,0,0.01135127
394,0,0.0090309335
395,0,0.0089367805
396,0,0.008693161
397,0,0.008047293
398,0,0.0067928587
399,0,0.0047254865
400,0,0.0028415676
401,0,0.0010949089
402,0,0.00081278867
403,0,0.00071138766
404,0,0.000547286
405,0,0.0005856499
406,0,0.00054490205
407,0,0.00054986065
408,0,0.0005407412
409,0,0.00050891103
410,0,0.00045416525
411,0,0.00044948142
412,0,0.00040880838
413,0,0.003173796
414,0,0.0028565286
415,0,0.0025697825
416,0,0.0018504154
417,0,0.001811735
418,0,0.0023483215
419,0,0.0033468779
420,0,0.002410254
421,0,0.002543176
422,0,0.002448066
423,0,0.0037712606
424,0,0.004450851
425,0,0.004853312
426,0,0.004876184
427,0,0.0052451
428,0,0.005446988
429,0,0.004178774
430,0,0.004051212
431,0,0.0040990165
432,0,0.004681169
433,0,0.005478396
434,0,0.00834208
435,0,0.008990619
436,0,0.013690971
437,0,0.017952569
438,0,0.020774467
439,0,0.01741056
440,0,0.015040086
441,0,0.01574458
442,0,0.018150318
443,0,0.0123801
444,0,0.012065119
445,0,0.0120280385
446,0,0.008366438
447,0,0.01112225
448,0,0.012299286
449,0,0.0063827243
450,0,0.0067574214
451,0,0.007348873
452,0,0.0073235235
453,0,0.0076166787
454,0,0.00796128
455,0,0.007977075
456,1,0.019207679
457,1,0.018641971
458,1,0.028481003
459,1,0.023899546
460,1,0.023797916
461,1,0.02354989
462,1,0.020219732
463,1,0.015335432
464,1,0.015795706
465,1,0.012512262
466,1,0.01364497
467,1,0.013272151
468,1,0.013826136
469,1,0.017909896
470,1,0.027085282
471,1,0.027782636
472,1,0.019229218
473,1,0.019700859
474,1,0.023064815
475,1,0.029933807
476,1,0.03310748
477,1,0.05078362
478,1,0.053699188
479,1,0.037619647
480,1,0.031582564
481,1,0.030294703
482,1,0.038594633
483,1,0.031264413
484,1,0.026028771
485,1,0.025494102
486,1,0.022889744
487,1,0.023548335
488,1,0.031124312
489,1,0.013680222
490,1,0.033977482
491,1,0.09422824
492,1,0.15330392
493,1,0.23450309
494,1,0.2821945
495,1,0.316011
496,1,0.7619413
497,1,0.6977394
498,1,0.8051411
499,1,0.7752651
500,1,0.838547
501,1,0.82203394
502,1,0.59431475
503,1,0.5306269
504,1,0.5563347
505,1,0.63257784
506,1,0.57031995
507,1,0.55997986
508,1,0.5257317
509,1,0.47399977
510,1,0.51039267
511,0,0.3687536
512,0,0.18730913
513,0,0.14073189
514,0,0.16220729
515,0,0.22008115
516,0,0.2953826
517,0,0.3694976
518,0,0.5158618
519,0,0.6048377
520,0,0.49727726
521,0,0.64852256
522,0,0.69735557
523,0,0.67751145
524,0,0.6751469
525,0,0.68308085
526,0,0.64271694
527,0,0.6257967
528,0,0.8059705
529,0,0.5611136
530,0,0.6389289
531,0,0.69197506
532,0,0.7375227
533,0,0.742169
534,1,0.7343299
535,1,0.40785784
536,1,0.58274114
537,1,0.5029879
538,1,0.34883636
539,1,0.35391483
540,1,0.42793205
541,1,0.52529275
542,1,0.61544997
543,1,0.63477856
544,1,0.6509122
545,1,0.70995796
546,1,0.724998
547,1,0.75442517
548,1,0.87916195
549,1,0.8799465
550,1,0.8441926
551,1,0.82067376
552,1,0.8156876
553,1,0.82210505
554,0,0.898597
555,0,0.89042807
556,0,0.90375715
557,0,0.8706605
558,0,0.89689714
559,0,0.8946417
560,0,0.9364519
561,1,0.8959088
562,1,0.8745802
563,1,0.9043232
564,1,0.90297586
565,1,0.90580416
566,1,0.91027606
567,1,0.88129395
568,1,0.8460806
569,1,0.8337185
570,1,0.83767885
571,1,0.85362804
572,1,0.85291183
573,1,0.8254036
574,1,0.8599991
575,1,0.86213857
576,1,0.7714551
577,1,0.7844213
578,1,0.8316251
579,1,0.84612757
580,1,0.84920263
581,1,0.8752063
582,1,0.8838065
583,1,0.8812024
584,1,0.8731324
585,1,0.8837082
586,1,0.8432351
587,1,0.82526654
588,1,0.7299512
589,1,0.608641
590,1,0.6026865
591,1,0.61220133
592,1,0.62094957
593,1,0.7536876
594,1,0.70778334
595,1,0.40160486
596,1,0.34916687
597,1,0.19634248
598,1,0.17999075
599,1,0.108097255
600,1,0.2082924
601,1,0.2244362
602,1,0.22203362
603,1,0.24010663
604,1,0.24168138
605,1,0.22395043
606,1,0.22788502
607,1,0.2594103
608,1,0.34289443
609,1,0.3364282
610,1,0.26231635
611,1,0.22502853
612,1,0.3484736
613,1,0.34894347
614,1,0.44784495
615,1,0.49834374
616,1,0.66255504
617,1,0.6701052
618,1,0.6736522
619,0,0.6996076
620,0,0.7103548
621,1,0.7136499
622,1,0.7264929
623,1,0.84125584
624,1,0.8431205
625,1,0.84768033
626,1,0.85596913
627,1,0.87502897
628,1,0.8754011
629,1,0.8947779
630,1,0.9014149
631,1,0.9026227
632,1,0.90260494
633,1,0.9112955
634,1,0.92523307
635,1,0.9009931
636,1,0.900546
637,1,0.91916835
638,1,0.9322789
639,1,0.9334095
640,1,0.93765503
641,1,0.9422636
642,1,0.9474203
643,1,0.9501998
644,1,0.9508864
645,1,0.9586163
646,1,0.95848054
647,1,0.9444159
648,1,0.9378538
649,1,0.9545142
650,1,0.9560179
651,1,0.9187588
652,1,0.9116724
653,1,0.9167699
654,1,0.907473
655,1,0.9281913
656,1,0.95522064
657,1,0.9663943
658,1,0.98020107
659,1,0.9720647
660,1,0.97171056
661,1,0.9590192
662,1,0.9026435
663,1,0.9220937
664,1,0.91384757
665,1,0.84540176
666,1,0.8051734
667,1,0.75359607
668,1,0.67797655
669,1,0.6196671
670,1,0.5857644
671,1,0.5909625
672,1,0.5603612
673,1,0.92971504
674,1,0.9386842
675,1,0.94909054
676,1,0.9469458
677,1,0.9473885
678,1,0.8491374
679,1,0.855349
680,1,0.8616715
681,1,0.8088048
682,1,0.8093668
683,1,0.7967019
684,1,0.7382456
685,1,0.79399914
686,1,0.80112725
687,1,0.79504246
688,1,0.7158422
689,1,0.684856
690,1,0.70508695
691,1,0.6903953
692,1,0.5224702
693,1,0.47598267
694,1,0.48308358
695,1,0.47637266
696,1,0.45348597
697,1,0.4341218
698,1,0.42765695
699,1,0.422664
700,1,0.43333024
701,1,0.37544292
702,1,0.39519066
703,1,0.4019641
704,1,0.6897476
705,1,0.6943418
706,1,0.7188697
707,1,0.6817317
708,1,0.530695
709,1,0.49888372
710,1,0.4815812
711,1,0.4848783
712,1,0.44525453
713,1,0.44672298
714,1,0.45115772
715,1,0.36605477
716,1,0.3718052
717,1,0.3608648
718,1,0.38481048
719,1,0.40650263
720,1,0.41775644
721,1,0.41668293
722,1,0.39144665
723,1,0.37213364
724,1,0.36047187
725,1,0.34851453
726,1,0.3377816
727,1,0.32540625
728,1,0.32500076
729,1,0.31918472
730,1,0.2986846
731,1,0.33419445
732,1,0.3105643
733,1,0.2621937
734,1,0.22659042
735,1,0.22860369
736,1,0.23024188
737,1,0.22223768
738,1,0.23560953
739,1,0.23395768
740,1,0.27229902
741,1,0.2781688
742,1,0.2974166
743,1,0.32329655
744,1,0.26977894
745,1,0.24728519
746,1,0.2383618
747,1,0.21835853
748,1,0.18129225
749,1,0.16600253
750,1,0.22400263
751,1,0.21195202
752,1,0.25524154
753,1,0.24846035
754,1,0.17650062
755,1,0.26387042
756,1,0.21798626
757,1,0.18412758
758,1,0.20039923
759,1,0.14094508
760,1,0.19881159
761,1,0.21272591
762,1,0.19497094
763,1,0.19497094
764,1,0.7133577
765,1,0.70945495
766,1,0.7201738
767,1,0.7745273
768,1,0.7301241
769,1,0.85584676
770,1,0.928512
771,1,0.93178904
772,1,0.92790896
773,1,0.9298404
774,1,0.9265366
775,1,0.91911143
776,1,0.9190763
777,1,0.955416
778,1,0.9742206
779,1,0.98135453
780,1,0.98437715
781,1,0.9843254
782,1,0.9843328
783,1,0.9803798
784,1,0.98053175
785,1,0.9755011
786,1,0.9752016
787,1,0.97977346
788,1,0.9758952
789,1,0.98344857
790,1,0.9821063
791,1,0.9773702
792,1,0.97517335
793,1,0.9773193
794,1,0.97099966
795,1,0.9637065
796,1,0.9638924
797,1,0.9716009
798,1,0.98764825
799,1,0.99023205
800,1,0.9917836
801,1,0.9918121
802,1,0.99395955
803,1,0.99496645
804,1,0.99544
805,1,0.9946892
806,1,0.99337375
807,1,0.9929168
808,1,0.9962734
809,1,0.9963954
810,1,0.99648595
811,1,0.9965474
812,1,0.9959273
813,1,0.99620974
814,1,0.9952656
815,1,0.9944635
816,1,0.99489504
817,1,0.9940795
818,1,0.99342984
819,1,0.9935656
820,1,0.9945598
821,1,0.9937744
822,1,0.99358714
823,1,0.9935894
824,1,0.99338347
825,1,0.9935114
826,1,0.9935114
827,1,0.9940415
828,1,0.9940485
829,1,0.9944977
830,1,0.9943731
831,1,0.99386436
832,1,0.99383765
833,1,0.99477464
834,1,0.9938055
835,1,0.9933617
836,1,0.9920007
837,1,0.9929789
838,1,0.9927279
839,1,0.9921474
840,1,0.99214584
841,1,0.99152803
842,1,0.99139005
843,1,0.9916535
844,1,0.9923751
845,1,0.9921295
846,1,0.990743
847,1,0.99138355
848,1,0.99162537
849,1,0.99382657
850,1,0.99598265
851,1,0.9961308
852,1,0.9962431
853,1,0.990901
854,1,0.99062973
855,1,0.99125415
856,1,0.98832804
857,1,0.9861724
858,1,0.9865357
859,1,0.9816112
860,1,0.9818726
861,1,0.97831774
862,1,0.9790677
863,1,0.9691131
864,1,0.97092146
865,1,0.9773586
866,1,0.97930324
867,1,0.97934455
868,1,0.97604364
869,1,0.978031
870,1,0.97409916
871,1,0.97418356
872,1,0.9707764
873,1,0.9675254
874,1,0.9686055
875,1,0.9659384
876,1,0.9712734
877,1,0.96189994
878,1,0.95925707
879,1,0.9528417
880,1,0.9639714
881,1,0.9704043
882,1,0.9769818
883,1,0.975769
884,1,0.9769338
885,1,0.983797
886,1,0.9866823
887,1,0.98674774
888,1,0.9799416
889,1,0.9785728
890,1,0.9797283
891,1,0.98036444
892,1,0.981886
893,1,0.9834645
894,1,0.9725159
895,1,0.9786839
896,1,0.96001434
897,1,0.95056784
898,1,0.9535424
899,1,0.94712216
900,1,0.89914227
901,1,0.8693209
902,1,0.84804326
903,1,0.8666381
904,1,0.8148764
905,1,0.8355027
906,1,0.9072353
907,1,0.8954355
908,1,0.8971366
909,1,0.90521586
910,1,0.9122271
911,1,0.9322366
912,1,0.9227953
913,1,0.91764843
914,1,0.93802834
915,1,0.93009496
916,1,0.93908554
917,1,0.9631632
918,1,0.9655176
919,1,0.96557814
920,1,0.96752685
921,1,0.96824217
922,1,0.9688458
923,1,0.9538457
924,1,0.95263344
925,1,0.92812663
926,1,0.91752267
927,1,0.872522
928,1,0.84587127
929,1,0.8075048
930,1,0.7624825
931,1,0.7603625
932,1,0.4577773
933,1,0.5899554
934,1,0.56377786
935,1,0.6367159
936,1,0.66249305
937,1,0.72069466
938,1,0.68864733
939,1,0.8014358
940,1,0.78334045
941,1,0.6945199
942,1,0.7728597
943,1,0.8545345
944,1,0.8303622
945,1,0.86749077
946,1,0.82276
947,1,0.8133737
948,1,0.5924569
949,1,0.5438797
950,1,0.26211008
951,1,0.29730627
952,1,0.26453194
953,1,0.27637815
954,1,0.27650738
955,1,0.2673849
956,1,0.2673849
957,1,0.26741257
958,1,0.26717842
959,1,0.21788089
960,1,0.35716608
961,1,0.4310792
962,1,0.44631726
963,0,0.45690483
964,0,0.43451542
965,0,0.46373647
966,0,0.5475409
967,0,0.566944
968,0,0.5443665
969,0,0.5177275
970,0,0.56163603
971,0,0.4613409
972,0,0.46140924
973,0,0.46087322
974,0,0.4604364
975,0,0.3687889
976,0,0.24588296
977,0,0.23742737
978,0,0.22859067
979,0,0.14283049
980,0,0.09707654
981,0,0.07151571
982,0,0.0706141
983,0,0.051816832
984,0,0.037660584
985,0,0.03209936
986,0,0.037258852
987,0,0.024935685
988,0,0.016057841
989,0,0.012849865
990,0,0.012297143
991,0,0.01430612
992,0,0.0085591115
993,0,0.008558043
994,0,0.00738683
995,0,0.007386368
996,0,0.006285326
997,0,0.0063508567
998,0,0.0075348327
999,0,0.007667173
1000,0,0.008941056
1001,0,0.0069538075
1002,0,0.008928717
1003,0,0.0069001317
1004,0,0.00821496
1005,0,0.0075473166
1006,0,0.0044761286
1007,0,0.0027293828
1008,0,0.0024303047
1009,0,0.0026850915
1010,0,0.0027386136
1011,0,0.0027065186
1012,0,0.00280508
1013,0,0.0028851577
1014,0,0.0028066733
1015,0,0.0028925498
1016,0,0.002779878
1017,0,0.0025162676
1018,0,0.0026283895
1019,0,0.0021512737
1020,0,0.0021223319
1021,0,0.0023565984
1022,0,0.00230994
1023,0,0.0022873017
1024,0,0.0026742902
1025,0,0.0029733838
1026,0,0.0026830672
1027,0,0.0027322788
1028,0,0.0026442495
1029,0,0.0023525232
1030,0,0.0022862963
1031,0,0.002266881
1032,0,0.0022376156
1033,0,0.0017143552
1034,0,0.0018153174
1035,0,0.0023516505
1036,0,0.002240944
1037,0,0.002550228
1038,0,0.0020755287
1039,0,0.0020752065
1040,0,0.0015914183
1041,0,0.0016412148
1042,0,0.001390744
1043,0,0.0013082355
1044,0,0.0011621952
1045,0,0.0011181724
1046,0,0.0009878756
1047,0,0.0009634382
1048,0,0.00084425375
1049,0,0.0006941712
1050,0,0.00093935034
1051,0,0.000948277
1052,0,0.0010648562
1053,0,0.0015262798
1054,0,0.0015996037
1055,0,0.0015739166
1056,0,0.0016082628
1057,0,0.0016357625
1058,0,0.0018923574
1059,0,0.0021022183
1060,0,0.0020480189
1061,0,0.0021796527
1062,0,0.0025985194
1063,0,0.002262681
1064,0,0.0022968124
1065,0,0.002349146
1066,0,0.0026643176
1067,0,0.0027052858
1068,0,0.0033173475
1069,0,0.0037280472
1070,0,0.004551812
1071,0,0.004249358
1072,0,0.005203473
1073,0,0.0055945977
1074,0,0.0059155985
1075,0,0.0062547657
1076,0,0.006611678
1077,0,0.009899008
1078,0,0.01065229
1079,0,0.023564763
1080,0,0.025228677
1081,0,0.023842562
1082,0,0.022383654
1083,0,0.022503903
1084,0,0.022988308
1085,0,0.02693081
1086,0,0.032586053
1087,0,0.030899841
1088,0,0.0023498926
1089,0,0.0023432528
1090,0,0.0027002706
1091,0,0.0026297271
1092,0,0.0024021342
1093,0,0.002587241
1094,0,0.0013753754
1095,0,0.0017343335
1096,0,0.0015477601
1097,0,0.0015059285
1098,0,0.0017233915
1099,0,0.0019621723
1100,0,0.003099616
1101,0,0.003085251
1102,0,0.0020163832
1103,0,0.0023608308
1104,0,0.0017072603
1105,0,0.0015282212
1106,0,0.0012585297
1107,0,0.0010860582
1108,0,0.0012312469
1109,0,0.0012743517
1110,0,0.0013214609
1111,0,0.0012245383
1112,0,0.0011311475
1113,0,0.0010448418
1114,0,0.00096746796
1115,0,0.0017560516
1116,0,0.0018554053
1117,0,0.0017991011
1118,0,0.0017575333
1119,0,0.0017202212
1120,0,0.0016864014
1121,0,0.0014230852
1122,0,0.0014379354
1123,0,0.0014379354
1124,0,0.0016144273
1125,0,0.0020110875
1126,0,0.0019125084
1127,0,0.001955596
1128,0,0.0020688728
1129,0,0.0020625424
1130,0,0.0020642863
1131,0,0.0020772952
1132,0,0.0020692882
1133,0,0.0023117056
1134,0,0.0032102237
1135,0,0.0027626099
1136,0,0.002936596
1137,0,0.0031996884
1138,0,0.008915124
1139,0,0.009283675
1140,0,0.010756939
1141,0,0.012242579
1142,0,0.012898004
1143,0,0.015448235
1144,0,0.016344145
1145,0,0.015448395
1146,0,0.020083385
1147,0,0.019277947
1148,0,0.017605081
1149,0,0.015584767
1150,0,0.017342787
1151,0,0.018538682
1152,0,0.01986815
1153,0,0.018066188
1154,0,0.014418442
1155,0,0.012496906
1156,0,0.013752433
1157,0,0.0153745925
1158,0,0.015259968
1159,0,0.012274345
1160,0,0.01231851
1161,0,0.012288076
1162,0,0.015482519
1163,0,0.009630714
1164,0,0.011536075
1165,0,0.011536075
1166,0,0.00929073
1167,0,0.008291661
1168,0,0.008324183
1169,0,0.008391755
1170,0,0.011063434
1171,0,0.011343459
1172,0,0.011367688
1173,0,0.011040283
1174,0,0.0108134905
1175,0,0.01045259
1176,0,0.011184442
1177,0,0.011224931
1178,0,0.008010759
1179,0,0.0080504455
1180,0,0.008576083
1181,0,0.010366542
1182,0,0.013693289
1183,0,0.017329173
1184,0,0.022043636
1185,0,0.026018035
1186,0,0.02706261
1187,0,0.031221952
1188,0,0.03732094
1189,0,0.029019387
1190,0,0.030747151
1191,0,0.03373804
1192,0,0.033622917
1193,0,0.032345176
1194,0,0.027025659
1195,0,0.021053802
1196,0,0.023543768
1197,0,0.02234373
1198,0,0.020540765
1199,0,0.015093269
1200,0,0.015857471
1201,0,0.009370499
1202,0,0.010093058
1203,0,0.009335888
1204,0,0.010040266
1205,0,0.009602058
1206,0,0.009107821
1207,0,0.008954722
1208,0,0.00932774
1209,0,0.0136562195
1210,0,0.017081162
1211,0,0.017561771
1212,0,0.016897002
1213,0,0.016104363
1214,0,0.015298767
1215,0,0.015188551
1216,0,0.013249378
1217,0,0.013364752
1218,0,0.014910691
1219,0,0.014926641
1220,0,0.01434245
1221,0,0.013893642
1222,0,0.013272339
1223,0,0.0124669885
1224,0,0.007360556
1225,0,0.0069254357
1226,0,0.0077519417
1227,0,0.007619916
1228,0,0.0075307754
1229,0,0.00778357
1230,0,0.008067897
1231,0,0.008371288
1232,0,0.008809751
1233,0,0.0050813146
1234,0,0.004934535
1235,0,0.0048875716
1236,0,0.004338813
1237,0,0.0048913113
1238,0,0.00499271
1239,0,0.0049086837
1240,0,0.004971998
1241,0,0.005181325
1242,0,0.0059772637
1243,0,0.0059475214
1244,0,0.006157108
1245,0,0.0045032683
1246,0,0.00489649
1247,0,0.0064075757
1248,0,0.006289682
1249,0,0.009032505
1250,0,0.007710386
1251,0,0.0070316102
1252,0,0.008288988
1253,0,0.008705457
1254,0,0.0055669015
1255,0,0.0053766845
1256,0,0.0058559095
1257,0,0.005334095
1258,0,0.0059843794
1259,0,0.0054477374
1260,0,0.0062657828
1261,0,0.0074206167
1262,0,0.007667543
1263,0,0.011661565
1264,0,0.008982813
1265,0,0.008936004
1266,0,0.010266214
1267,0,0.014090338
1268,0,0.019325176
1269,0,0.026153188
1270,0,0.03430046
1271,0,0.038458522
1272,0,0.046878632
1273,0,0.046155244
1274,0,0.04696195
1275,0,0.04958467
1276,0,0.04645632
1277,0,0.05324957
1278,0,0.03815836
1279,0,0.036562607
1280,0,0.03433926
1281,0,0.033539336
1282,0,0.03358083
1283,0,0.034512214
1284,0,0.04209112
1285,0,0.06573178
1286,0,0.100715965
1287,0,0.14397122
1288,0,0.19478816
1289,0,0.21931814
1290,0,0.22446916
1291,0,0.21494928
1292,0,0.2098886
1293,0,0.22075674
1294,0,0.23663609
1295,0,0.38288876
1296,0,0.48082083
1297,0,0.5959029
1298,0,0.6619547
1299,0,0.5682849
1300,0,0.5224559
1301,0,0.54127896
1302,0,0.5013842
1303,0,0.46183813
1304,0,0.4474012
1305,0,0.4534155
1306,0,0.4669637
1307,0,0.48710212
1308,0,0.4657549
1309,0,0.4457756
1310,0,0.054167572
1311,0,0.057743322
1312,0,0.051355995
1313,0,0.055983137
1314,0,0.072100386
1315,0,0.08734987
1316,0,0.10860342
1317,0,0.057182465
1318,0,0.053183
1319,0,0.051750183
1320,0,0.05490623
1321,0,0.048479225
1322,0,0.037653636
1323,0,0.036627952
1324,0,0.060054757
1325,0,0.041438352
1326,0,0.05801958
1327,0,0.011663379
1328,0,0.016369386
1329,0,0.015635487
1330,0,0.01705262
1331,0,0.01529881
1332,0,0.0126026785
1333,0,0.010042466
