1d63b44d-a7cb-4ee6-b228-b0ff5b7d086f,61.75
28513a33-02a3-4b09-88f6-92c9fdb9dcdf,61.5
3b57c0d9-2b14-4ec2-8b29-ad4e94811962,64.1875
5aa5405e-4574-4dc1-be50-b31e5bafc4cb,62.25
62042708-5989-4bbf-a106-d7a66281b367,61.5
6708d19e-6765-4f96-99eb-d94b342aa665,70.0
72cc4371-4288-4c84-b163-e441a55ea1bf,70.0
7bb179ed-9f9f-46ce-a403-57e88a92f216,67.375
91147071-c19d-485f-993e-d1cd2dc889cd,70.0
df2d03db-469c-4269-bf41-e320ac4c42ad,60.0
e85b3844-5af0-47ea-bf51-62da4b4efc39,64.1875
f212c9bc-824a-4011-9a70-55a7d2f86ba2,65.0
fbd73057-951a-406d-8c5a-67f551ad0e80,63.0
ffbe1c9c-8dab-4ca2-8613-69e0bbc22cc9,60.0
