actual,predicted,,,,,,
1,0.83459634,,,,,,
1,0.85097563,,,,,,
1,0.8837373,,,,,,
1,0.8973755,,,,,,
1,0.9731064,,,,,,
1,0.9613422,,,,,,
1,0.96956664,,,,,1,0
1,0.97969466,,,,0,0,0
1,0.9967974,,,,0.1,2287,10889
1,0.9986247,,,,0.2,784,2094
1,0.9983889,,,,0.3,127,197
1,0.99918944,,,,0.4,123,127
1,0.9996313,,,,0.5,146,116
1,0.9997564,,,,0.6,304,178
1,0.9997712,,,,0.7,141,145
1,0.9997553,,,,0.8,148,173
1,0.9997979,,,,0.9,234,213
1,0.9998779,,,,1,18746,2499
1,0.99994457,,,,1.1,10098,231
1,0.9999448,,,,,,
1,0.9998847,,,,,,
1,0.99980086,,,,,,
1,0.99975556,,,,,,
1,0.99979407,,,,,,
1,0.9998011,,,,,,
1,0.9998977,,,,,,
1,0.9997986,,,,,,
1,0.9999987,,,,,,
1,0.99998415,,,,,,
1,0.99998546,,,,,,
1,0.9999968,,,,,,
1,0.9999976,,,,,,
1,0.9999939,,,,,,
1,0.9999783,,,,,,
1,0.99993265,,,,,,
1,0.9998392,,,,,,
1,0.9996705,,,,,,
1,0.99990106,,,,,,
1,0.99986386,,,,,,
1,0.99984396,,,,,,
1,0.999795,,,,,,
1,0.99980015,,,,,,
1,0.9998197,,,,,,
1,0.9998375,,,,,,
1,0.9998455,,,,,,
1,0.9998447,,,,,,
1,0.9998423,,,,,,
1,0.9998318,,,,,,
1,0.9998192,,,,,,
1,0.99981695,,,,,,
1,0.99982506,,,,,,
1,0.99983895,,,,,,
1,0.9998578,,,,,,
1,0.99984515,,,,,,
1,0.9997986,,,,,,
1,0.99982375,,,,,,
1,0.99976236,,,,,,
1,0.99951637,,,,,,
1,0.9995148,,,,,,
1,0.9995024,,,,,,
1,0.99949336,,,,,,
1,0.99948657,,,,,,
1,0.9994836,,,,,,
1,0.99948126,,,,,,
1,0.99948275,,,,,,
1,0.9994904,,,,,,
1,0.9995043,,,,,,
